player_positions,overall,potential,age,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
"RWB, RM",67,68,27,70,43,59,60,61,73,9,10,14,7,11,
LB,67,67,28,78,49,62,64,63,66,9,13,6,15,9,
ST,67,67,31,70,66,63,65,34,75,13,10,6,15,14,
LB,67,67,28,88,33,51,63,60,67,12,6,12,12,8,
"CAM, LW, CF",67,67,28,79,63,66,73,26,60,5,14,12,7,11,
"CM, CDM",67,67,28,66,64,71,65,62,70,6,16,10,11,7,
GK,67,67,32,,,,,,,68,62,59,65,71,33
GK,67,68,30,,,,,,,68,65,62,63,68,37
GK,67,68,27,,,,,,,68,65,70,65,68,42
RB,67,67,33,83,31,60,66,60,67,16,9,16,14,9,
"LM, RM, CAM",67,67,31,55,70,69,72,45,54,11,10,10,15,9,
"LM, RM, ST",67,67,26,90,63,60,67,44,64,12,13,13,7,11,
ST,67,67,28,81,66,46,66,25,73,12,12,11,10,9,
"CB, RB",67,67,35,60,50,61,66,66,68,12,15,8,13,9,
"ST, RM",67,67,28,72,64,53,65,27,73,6,10,6,12,13,
"LB, CDM",67,68,27,64,33,60,65,66,66,16,6,6,9,14,
CB,67,68,28,62,27,50,49,64,81,9,10,12,14,7,
"LM, LW",67,68,26,85,61,63,69,38,41,10,9,13,14,12,
"LM, RM",67,68,26,83,65,60,72,45,57,8,9,11,9,13,
CB,67,69,27,58,41,51,54,66,75,14,6,8,8,9,
ST,67,67,30,80,67,61,67,51,79,6,8,11,13,13,
GK,67,68,27,,,,,,,69,62,65,65,70,44
GK,67,68,27,,,,,,,70,58,66,63,72,47
"CB, LB",67,67,31,78,43,60,64,66,73,8,6,13,15,11,
"CB, LB",67,67,29,35,35,56,51,70,67,14,11,7,9,10,
"LWB, LB, LM",67,68,27,78,49,60,65,62,66,14,12,15,13,8,
ST,67,67,34,54,68,55,65,36,73,13,12,10,10,7,
GK,67,69,27,,,,,,,66,69,62,66,67,30
GK,67,68,27,,,,,,,68,65,68,65,67,34
"CM, CDM",67,70,26,47,59,68,66,59,59,8,13,6,10,9,
"CDM, CM, LB",67,67,29,69,50,61,64,65,74,6,16,14,11,7,
"CAM, RM",67,67,27,80,65,66,70,41,64,6,6,9,6,16,
"CM, RB",67,68,26,82,55,66,67,62,69,15,13,14,8,10,
GK,67,69,28,,,,,,,69,65,61,66,66,30
CF,67,67,30,85,66,61,70,44,60,14,10,15,11,10,
LB,67,67,28,73,42,59,61,63,75,15,11,7,15,10,
GK,67,67,27,,,,,,,67,66,63,65,68,45
ST,67,67,36,62,64,54,65,30,67,10,14,9,9,15,
"CB, LB",67,67,32,43,33,55,58,66,78,14,14,10,14,9,
"CAM, LM, RM",67,67,29,78,55,67,69,47,44,6,10,11,15,9,
CB,67,72,24,67,26,47,50,66,75,15,9,15,16,8,
LB,67,68,27,66,38,58,59,63,74,6,6,9,15,7,
LB,67,70,26,86,54,60,68,61,62,12,7,12,7,10,
CB,67,69,28,60,27,50,50,65,70,15,12,7,10,8,
"LB, CDM, LM",67,67,27,76,51,58,67,63,59,6,10,10,9,9,
"RB, CB",67,67,30,68,52,59,62,63,76,5,5,15,4,6,
"LW, LM",67,67,32,77,56,71,66,50,68,15,7,7,6,9,
RB,67,67,27,79,40,65,66,60,70,16,9,13,15,12,
GK,67,71,27,,,,,,,67,63,60,69,66,42
"ST, RM, LM",67,67,29,75,66,61,67,60,77,8,12,12,11,12,
"RB, RM, RWB",67,67,30,80,49,57,61,58,70,11,8,7,13,15,
"CDM, CM",67,70,26,67,56,63,66,64,73,11,16,11,15,8,
CB,67,67,28,67,63,58,59,65,77,16,9,11,10,11,
"CB, CDM",67,70,27,59,46,63,68,68,68,8,10,10,14,14,
"ST, RM, LM",67,68,26,84,64,61,69,41,66,8,14,10,14,12,
"CDM, CM, RM",67,67,29,69,48,63,63,64,66,9,13,6,16,14,
CB,67,71,24,59,54,63,63,67,72,11,12,8,14,7,
"RW, ST, LW",67,67,28,76,65,63,68,32,75,9,9,11,14,11,
"RW, ST",67,67,27,74,66,59,67,28,64,14,8,7,10,8,
"RB, RWB, RW",67,67,28,67,61,58,64,67,70,7,7,9,12,16,
"RB, RWB",67,70,26,79,58,58,66,61,64,6,10,9,6,7,
RB,67,68,26,78,47,59,70,61,59,13,9,7,13,12,
"CM, CDM, RB",67,68,27,71,56,65,69,59,70,14,10,8,15,13,
ST,67,67,28,71,68,50,67,19,66,8,6,11,14,8,
GK,67,69,28,,,,,,,64,67,63,65,68,36
CB,67,68,28,51,36,49,48,67,71,9,11,15,10,9,
"LM, RM, ST",67,68,25,80,64,62,70,38,50,15,7,14,10,15,
ST,67,68,27,83,66,46,64,32,82,7,5,9,10,8,
"ST, CAM",67,67,30,87,62,63,68,48,65,7,7,8,11,11,
GK,67,72,25,,,,,,,67,67,65,68,69,43
"CM, CAM",67,72,25,72,66,65,67,59,69,11,9,8,16,11,
"RM, CAM",67,67,27,82,63,61,72,28,52,12,8,14,11,15,
"CAM, RM, LM",67,67,34,73,61,68,70,35,46,8,15,8,6,14,
"CM, CAM, RW",67,70,26,75,55,66,69,63,66,11,16,6,8,8,
"CDM, CM",67,67,30,49,59,62,60,63,79,15,16,6,13,10,
"CB, RB",67,67,30,43,33,50,49,67,72,10,14,10,8,13,
"RW, RM",67,67,27,77,60,61,70,41,59,14,14,15,8,6,
CB,67,67,29,58,33,50,54,67,70,16,6,9,9,14,
"LB, CB, LM",67,72,24,59,43,67,63,65,71,12,16,14,14,10,
CF,67,67,29,71,64,66,70,47,67,8,8,15,7,10,
CM,67,67,31,71,49,62,66,59,70,9,9,7,13,15,
"LM, CAM",67,70,24,76,58,62,70,31,68,7,9,8,15,10,
"LB, LWB, CM",67,67,29,60,62,69,70,61,71,16,13,10,10,7,
"RB, RWB",67,67,29,79,46,58,62,61,80,8,11,14,15,12,
LB,67,67,31,74,57,63,63,64,68,13,7,12,13,6,
CM,67,70,26,57,59,67,71,59,63,16,15,8,12,11,
CDM,67,67,29,69,52,58,63,68,72,12,14,8,12,8,
LB,67,70,26,67,48,62,63,63,67,15,12,12,14,16,
CB,67,69,27,43,26,44,40,68,75,11,13,6,8,8,
"RB, CB",67,73,24,69,50,63,64,63,75,12,6,12,9,9,
CM,67,72,25,64,58,69,69,56,63,8,7,9,15,7,
ST,67,67,35,63,67,45,57,24,68,9,16,8,15,14,
"CDM, CM",67,67,29,55,48,60,57,63,74,10,6,10,15,10,
CB,67,68,28,73,43,57,60,65,76,10,12,11,14,10,
"LM, RM, ST",67,67,28,84,64,55,69,31,69,14,6,10,12,7,
"LW, LM, ST",67,68,25,78,65,62,68,28,71,10,13,15,11,15,
GK,67,67,32,,,,,,,64,73,73,68,64,47
"RB, CB",67,68,27,73,44,60,61,63,72,14,12,15,14,10,
"CB, LB",67,70,26,69,56,54,61,66,76,8,9,10,7,9,
"LB, CB",67,67,30,66,46,63,58,63,76,13,12,8,10,12,
GK,67,67,34,,,,,,,68,63,60,65,68,55
"RM, LM, RW",67,67,32,76,59,63,68,35,59,8,12,10,11,10,
CB,67,68,29,64,45,55,57,65,77,8,13,15,11,12,
ST,67,68,26,75,67,55,66,38,72,14,8,10,9,7,
"LM, RM",67,67,27,83,64,60,69,36,57,16,10,7,14,12,
ST,67,67,33,52,70,59,66,36,59,15,14,13,6,12,
"CDM, CM",67,70,27,51,45,58,59,64,76,13,9,11,7,9,
"CM, CDM",67,67,27,63,64,63,66,64,75,6,13,13,12,11,
ST,67,71,25,71,66,52,66,32,73,16,14,14,8,14,
CB,67,67,29,43,39,48,44,65,76,7,10,13,10,16,
"RB, LB, CB",67,67,31,49,36,56,58,68,74,16,16,15,8,10,
GK,67,69,29,,,,,,,67,64,59,68,66,37
ST,67,70,25,77,64,59,70,28,70,9,6,13,11,8,
RB,67,67,32,73,44,61,61,63,69,15,14,12,11,6,
"CM, CDM",67,72,25,69,58,63,70,61,73,13,9,9,10,14,
"CDM, CAM, CM",67,67,30,70,65,65,68,63,75,10,8,15,7,7,
CB,67,72,25,43,34,47,51,67,75,12,7,8,10,12,
"CDM, RWB, CB",67,70,26,75,59,61,65,64,78,9,14,8,14,10,
"RB, RM, CB",67,70,25,72,52,60,63,63,75,9,13,11,8,10,
RM,67,67,25,77,63,59,72,29,50,6,14,14,10,12,
CM,67,71,25,62,59,67,71,58,56,15,12,7,7,12,
CB,67,67,31,60,30,47,48,69,67,15,9,11,10,12,
CB,67,67,30,41,32,47,47,66,79,13,13,13,14,11,
ST,67,69,25,72,68,58,66,27,72,13,15,14,10,11,
ST,67,67,32,49,69,45,53,38,81,9,11,11,14,10,
"CB, LB",67,70,25,50,38,48,48,66,77,9,13,14,15,7,
"CDM, CM",67,67,30,71,52,64,66,63,73,7,7,8,7,13,
GK,67,72,26,,,,,,,68,66,69,64,67,44
"CM, CDM",67,67,32,77,66,67,64,65,68,8,9,10,14,6,
GK,67,67,34,,,,,,,65,66,62,69,67,46
LB,67,68,26,69,43,60,64,64,72,10,8,15,14,15,
"RB, CB, RWB",67,67,30,68,49,58,59,66,71,8,7,6,16,15,
"LM, RM, CF",67,67,27,73,63,63,70,36,65,16,11,13,16,9,
"LM, LB, LW",67,67,31,70,64,66,69,51,57,11,10,10,9,11,
"RW, LW",67,68,26,77,56,62,71,57,62,14,15,7,13,13,
CM,67,71,25,80,63,65,70,59,66,16,10,13,13,7,
RB,67,67,33,64,48,58,59,66,68,8,14,13,11,13,
"LB, CB",67,67,28,63,35,51,62,67,71,7,15,11,8,13,
LB,67,67,28,76,48,64,66,61,66,8,13,15,8,14,
"RM, LM, CM",67,67,29,74,49,65,70,46,63,12,5,15,10,10,
"RM, LM, ST",67,67,27,91,64,56,68,29,71,13,15,8,7,15,
"CB, RB",67,69,25,70,44,48,52,66,78,8,10,14,11,7,
CM,67,72,25,65,57,67,64,61,68,13,14,12,15,9,
RM,67,70,25,84,63,59,67,28,52,12,10,8,11,6,
CB,67,67,30,59,36,47,51,68,68,12,9,7,10,8,
"RW, CAM",67,67,28,63,64,70,70,38,56,13,11,12,8,9,
LW,67,72,24,91,60,62,67,29,52,11,6,8,9,7,
"CAM, CM",67,70,25,65,64,62,71,32,53,6,15,6,10,15,
ST,67,67,28,47,67,56,65,33,72,13,8,13,13,6,
"RW, LW, ST",67,67,27,77,60,61,72,20,64,8,13,14,12,6,
LB,67,68,27,67,52,63,62,63,61,15,11,10,7,10,
GK,67,72,26,,,,,,,66,68,67,64,71,63
"RB, RM",67,70,24,81,55,59,65,59,70,8,11,7,8,13,
"RM, LM",67,68,25,74,65,60,70,26,66,13,16,11,6,10,
ST,67,67,33,64,67,57,63,31,73,16,8,12,10,7,
"RB, RWB",67,67,28,76,49,60,64,60,70,14,13,7,7,10,
"LM, LW",67,67,27,74,59,66,67,37,55,8,16,12,12,16,
GK,67,75,24,,,,,,,71,65,63,64,72,42
"CB, RB, RM",67,72,26,72,41,47,48,68,67,11,14,8,8,8,
"ST, LM, RM",67,72,25,69,67,56,66,39,68,14,13,12,7,8,
ST,67,67,28,65,67,48,62,33,74,9,12,9,13,13,
"ST, CAM",67,70,25,85,68,55,69,29,61,15,15,7,10,8,
"ST, RM",67,67,28,74,64,53,66,31,67,10,10,11,11,12,
GK,67,70,27,,,,,,,69,63,66,66,69,41
"CB, RB, CDM",67,67,31,75,40,51,66,69,62,11,7,8,7,14,
ST,67,67,29,81,65,51,65,28,71,10,11,14,12,7,
GK,67,67,29,,,,,,,67,66,65,66,68,42
"LM, CM",67,67,28,52,65,70,68,61,58,9,15,9,9,8,
"LM, LW",67,70,24,72,64,62,71,24,57,14,13,9,9,8,
CB,67,69,26,63,50,53,57,66,73,10,11,7,14,9,
"RM, RW",67,68,26,71,62,65,67,51,64,13,12,6,15,7,
"ST, CAM, RM",67,67,28,80,68,61,67,27,48,12,13,10,14,10,
"RB, RWB",67,70,24,75,58,63,65,59,72,13,13,12,8,10,
"CM, LW",67,68,26,84,62,64,69,60,70,14,10,9,7,10,
"RM, RW",67,67,31,77,64,61,66,59,66,7,9,6,13,16,
"LB, LWB, LM",67,67,29,78,53,64,68,61,63,9,11,11,8,15,
CB,67,67,28,66,26,44,47,67,74,12,15,6,13,14,
"CDM, CM",67,72,24,63,56,61,62,61,75,12,12,13,7,11,
"LB, CB",67,70,25,69,42,60,64,65,71,10,11,14,15,13,
"RM, LW",67,69,25,81,62,63,69,51,71,13,13,11,14,8,
"LM, CAM",67,68,26,73,62,62,72,45,59,16,9,14,7,8,
"CDM, CM",67,69,27,62,50,65,65,63,66,10,13,13,15,14,
"LWB, LB, RB",67,67,29,75,60,61,66,62,69,12,6,15,11,13,
"RB, RWB, RM",67,67,28,76,63,66,71,59,60,9,13,7,9,11,
LB,67,70,25,79,44,58,60,63,72,8,13,13,13,13,
GK,67,69,26,,,,,,,65,63,55,64,73,35
"LM, RW",67,72,24,91,59,58,68,45,61,11,13,16,13,15,
"CB, CDM, CM",67,69,27,60,54,65,65,66,71,9,11,12,14,14,
"CAM, ST, LM",67,67,27,63,65,67,65,53,66,7,10,9,7,9,
"LM, RM",67,67,31,77,65,65,68,22,55,7,15,13,7,7,
RB,67,67,31,72,36,61,66,63,70,8,13,7,10,6,
CB,67,72,26,64,36,53,53,66,72,12,15,9,9,9,
CB,67,67,33,52,52,54,49,66,75,13,13,9,9,12,
"CM, CDM",67,69,25,72,56,62,66,62,76,9,15,6,13,10,
"LB, RB",67,67,28,79,62,65,71,62,66,6,13,12,10,11,
ST,67,67,32,62,65,54,65,28,76,7,13,15,8,15,
"CB, CDM",67,71,26,50,44,61,61,65,76,16,15,15,7,15,
CDM,67,73,25,66,53,59,66,63,72,6,13,8,8,16,
CB,67,67,31,71,38,51,58,66,75,9,16,11,8,15,
"CF, ST, CAM",67,67,31,72,65,65,68,30,59,12,10,13,9,9,
"LB, LWB, CB",67,68,26,61,42,64,66,66,66,11,6,8,14,12,
CB,67,67,31,61,29,46,51,68,69,11,10,6,11,11,
"RM, LM",67,70,25,84,61,58,73,39,61,8,7,10,16,8,
RB,67,67,28,73,30,57,64,68,66,7,13,9,11,13,
LB,67,70,25,72,54,63,64,64,69,15,13,6,11,9,
"CAM, RM",67,67,28,69,64,67,68,37,64,9,11,13,7,9,
"CB, LB",67,71,24,75,39,52,59,67,73,12,12,13,11,14,
"CM, RW",67,70,25,54,71,71,64,58,72,12,12,14,14,13,
"RB, RM, LM",67,70,26,71,48,62,65,61,56,10,15,13,9,13,
"LW, RW",67,68,25,91,63,54,71,35,53,9,14,12,6,11,
"CAM, CM",67,70,26,71,60,67,71,35,64,12,14,15,6,16,
"RM, LM, RB",67,67,28,80,60,63,67,32,60,7,7,6,7,15,
RM,67,72,23,76,64,66,69,36,55,7,7,7,11,6,
"LM, LW, CAM",67,72,23,85,59,61,72,28,48,10,14,10,7,16,
ST,67,67,28,55,66,55,63,31,78,11,7,12,13,6,
CB,67,67,29,59,46,45,53,67,68,12,14,8,8,12,
ST,67,67,33,72,66,51,63,28,76,11,13,12,12,14,
CM,67,72,24,70,55,62,67,62,71,8,10,8,9,13,
"CM, CDM",67,71,25,80,55,60,68,63,85,7,12,8,12,14,
"CDM, CM",67,70,26,59,65,67,69,62,65,12,10,16,10,7,
"CAM, CM",67,69,25,65,66,67,66,49,70,15,14,9,13,13,
"ST, CAM, RW",67,70,26,86,62,62,71,28,63,8,8,13,15,7,
"ST, RM",67,72,24,88,63,62,66,37,71,13,11,7,7,15,
"CAM, LM, RM",67,73,24,78,68,60,71,35,60,13,16,10,14,12,
"RW, RM, ST",67,67,26,82,63,61,69,42,66,7,15,10,14,9,
ST,67,70,24,71,68,60,69,30,51,14,6,8,12,6,
"CAM, RM, ST",67,74,23,59,64,68,71,29,37,13,11,14,15,13,
"CM, CDM",67,71,25,67,66,70,69,59,67,8,7,6,11,8,
"LM, LB",67,68,26,85,56,56,66,54,68,6,16,14,15,14,
CM,67,72,24,76,63,65,70,57,64,14,15,9,14,10,
GK,67,71,25,,,,,,,67,64,54,64,69,49
"LWB, LB",67,67,28,69,47,63,62,62,67,6,8,10,7,13,
"LB, LWB, LM",67,67,30,72,59,65,66,62,65,14,14,12,12,7,
CB,67,67,29,52,37,42,51,67,76,15,14,15,12,11,
CB,67,72,25,60,40,46,47,68,71,11,6,7,14,9,
CAM,67,72,25,69,61,62,69,46,58,10,13,15,6,16,
"RM, CAM",67,76,22,65,59,66,76,22,34,12,9,14,15,11,
"CB, LB",67,69,27,68,36,55,57,67,70,9,10,11,9,12,
LB,67,67,27,70,50,56,62,63,69,8,15,6,8,7,
CB,67,68,27,39,41,59,50,69,71,11,8,8,11,10,
CB,67,70,25,67,30,48,53,64,78,8,9,14,14,9,
"CDM, CM",67,67,27,58,58,61,61,63,78,14,14,8,15,11,
"CM, CAM",67,73,24,65,60,69,69,56,55,10,7,7,16,15,
GK,67,67,27,,,,,,,66,65,66,66,70,41
"CM, CDM, CAM",67,67,27,65,65,64,63,65,73,9,12,10,12,6,
"CM, CDM",67,70,25,61,60,64,68,64,68,9,11,9,11,14,
ST,67,69,26,82,64,54,68,37,70,9,9,14,8,16,
ST,67,72,25,72,65,50,62,25,74,11,13,14,14,15,
"ST, LW, RW",67,70,24,79,66,53,67,20,76,15,11,14,10,14,
"LM, LWB, LW",67,67,30,76,60,62,68,59,63,14,14,11,10,7,
"LM, RM",67,73,23,80,57,66,68,27,51,10,11,15,7,7,
"CM, CAM",67,67,27,72,62,67,67,58,54,12,8,14,12,15,
"LM, LW",67,67,26,78,58,60,68,34,66,9,14,10,6,9,
"RM, ST",67,75,23,76,54,60,73,29,52,14,9,15,8,8,
CDM,67,75,24,70,55,62,65,62,70,7,16,8,13,10,
CB,67,76,24,66,30,45,56,66,76,11,8,15,12,6,
"CM, CDM, CAM",67,67,29,68,63,68,70,50,60,14,16,7,13,10,
"CM, LM",67,68,26,74,59,64,68,55,58,16,15,10,11,8,
"CM, CDM",67,67,31,72,55,66,64,68,65,14,15,8,8,12,
"RM, ST, CAM",67,73,24,80,68,60,68,27,53,14,7,11,15,11,
GK,67,67,37,,,,,,,67,63,67,69,68,47
CB,67,73,24,74,44,42,56,67,73,11,8,10,7,13,
"RB, RM",67,70,25,78,56,63,70,61,57,11,13,10,8,14,
RM,67,71,24,87,52,62,68,57,65,15,12,14,10,11,
"LM, ST",67,68,26,80,62,62,69,47,72,13,12,11,7,12,
"LM, ST",67,69,25,82,69,59,69,36,59,8,16,15,10,11,
"ST, CAM",67,74,24,76,64,53,70,28,63,11,10,13,10,11,
"CDM, CM",67,67,28,38,41,64,64,65,64,7,14,10,12,12,
ST,67,67,31,74,66,58,67,26,64,13,11,14,11,15,
"RW, RB",67,67,29,73,61,56,72,63,67,15,7,9,12,11,
"LB, LWB",67,72,25,72,47,56,62,63,71,13,15,10,13,10,
"CM, CDM, LB",67,73,23,70,55,66,69,64,70,12,10,10,15,9,
"CAM, CM, ST",67,71,25,72,62,69,70,43,71,13,8,11,11,9,
GK,67,67,29,,,,,,,70,65,65,65,65,38
"CM, CDM",67,67,26,76,53,65,68,62,68,16,14,13,9,15,
"CB, CDM, CM",67,67,34,46,50,63,58,68,68,16,10,7,15,15,
CB,67,72,25,53,32,48,55,66,77,11,9,8,7,9,
"CDM, CM",67,67,30,69,59,59,65,67,71,9,6,7,11,9,
GK,67,74,23,,,,,,,72,67,61,60,72,41
LB,67,70,25,75,38,60,67,63,64,6,6,9,8,8,
"LM, LWB",67,70,25,89,57,59,68,52,46,6,10,11,6,11,
"RB, LB",67,70,25,77,60,61,66,58,73,6,8,15,10,8,
"CB, CDM",67,69,25,60,54,59,68,65,71,10,6,7,15,13,
"CM, CDM",67,70,26,52,54,69,68,65,70,13,9,14,5,9,
"RW, LW, CM",67,71,24,75,60,65,70,53,61,13,14,10,7,12,
CB,67,67,30,47,30,44,46,68,72,13,10,13,10,12,
"LM, ST, RM",67,70,25,78,66,59,68,35,61,12,5,5,14,7,
"CDM, CM, RM",67,70,26,72,56,68,69,60,69,6,10,8,10,11,
"CAM, RW, ST",67,67,29,73,69,62,67,29,69,6,7,11,12,9,
"CDM, CM",67,69,26,65,49,60,63,64,78,7,12,6,8,8,
"LW, RW",67,70,25,71,64,63,70,21,55,11,14,7,7,9,
ST,67,70,26,74,65,61,66,37,75,13,6,10,11,11,
"CAM, ST, RM",67,67,28,65,69,62,68,39,57,9,12,13,6,7,
"CDM, CM",67,70,26,57,43,57,65,66,70,13,13,6,10,8,
"CB, LB",67,67,31,57,37,38,43,65,78,13,11,8,14,10,
RB,67,72,23,76,43,59,65,62,71,7,10,10,10,14,
"CB, LB, RB",67,68,28,56,32,57,60,66,73,9,12,8,5,14,
RB,67,70,26,74,46,51,65,65,70,6,8,11,10,9,
"CM, CAM, RM",67,74,23,68,54,66,67,56,73,12,9,10,11,11,
RB,67,73,23,78,36,60,66,62,77,14,14,7,12,11,
"CM, CDM",67,72,23,65,62,66,68,64,71,8,5,6,8,7,
"CM, CDM",67,72,24,71,54,65,68,58,64,7,11,13,13,5,
GK,67,67,33,,,,,,,65,63,61,64,77,46
GK,67,69,29,,,,,,,61,60,40,77,67,38
"LB, RB",67,67,21,64,55,61,57,63,67,16,11,11,17,13,
RB,67,67,21,62,52,59,56,69,72,11,8,19,9,17,
"RB, CB",67,67,21,54,53,64,58,67,69,15,18,11,14,11,
"RWB, RB",67,67,33,76,48,58,63,62,63,8,6,8,11,13,
"ST, RM",67,67,29,81,69,54,73,33,66,10,8,12,9,12,
CB,67,67,25,52,29,34,45,67,74,16,9,8,12,10,
GK,67,67,29,,,,,,,67,59,58,68,71,42
CB,67,67,25,59,21,46,46,70,72,6,15,5,11,9,
CM,67,67,29,66,63,63,67,62,78,15,14,8,12,14,
"CM, CDM, CB",67,67,25,58,56,63,68,64,72,8,14,9,9,16,
"LM, LB",67,67,33,79,54,64,61,60,66,6,5,6,7,13,
CB,67,67,29,58,46,58,55,70,69,12,15,16,8,8,
"CAM, RM",67,67,21,62,63,63,69,28,70,12,9,10,13,15,
"ST, CF, RM",67,73,24,77,67,58,69,36,63,12,15,12,14,13,
"RW, ST, RM",67,72,23,73,67,60,70,36,49,5,11,10,11,11,
ST,67,68,27,37,67,51,60,29,65,7,12,14,11,5,
ST,67,72,25,68,67,51,65,23,69,8,14,12,14,8,
"RWB, RB",67,72,23,73,26,48,64,65,58,7,5,7,8,5,
"CDM, CM",67,71,24,44,40,55,62,66,70,7,9,12,15,13,
"CM, CDM",67,67,28,57,49,67,66,66,67,15,11,6,6,15,
"CDM, CM",67,72,25,58,61,61,61,64,84,12,7,6,10,5,
"ST, RW, LW",67,74,24,86,64,57,70,38,67,8,8,9,6,9,
GK,67,72,25,,,,,,,68,63,66,65,70,46
"CDM, CM",67,72,25,63,43,62,66,63,69,13,7,5,11,14,
CB,67,67,35,58,26,40,49,66,73,13,6,5,13,10,
"ST, RM",67,71,23,76,64,53,69,20,67,11,14,13,5,14,
"RWB, RB",67,70,24,83,52,58,67,59,77,14,9,15,7,6,
"LM, LW, RM",67,73,23,80,55,63,72,37,56,10,6,5,9,11,
"LM, LW",67,75,23,84,60,61,69,27,66,12,15,10,11,10,
"CAM, RW",67,70,26,78,60,61,68,43,57,7,11,12,9,9,
"RWB, RB, CB",67,70,25,67,41,55,59,64,77,13,13,9,10,8,
"CDM, CM",67,73,25,63,49,57,68,63,77,14,12,14,8,14,
ST,67,68,27,68,69,52,66,40,57,7,13,12,11,8,
ST,67,73,23,76,66,51,65,28,69,13,5,13,10,14,
CAM,67,67,29,71,58,64,69,45,59,10,9,15,7,10,
RM,67,73,23,74,59,65,68,57,62,6,11,5,9,9,
CB,67,70,27,47,58,55,56,66,78,12,11,7,8,11,
"CAM, CM",67,75,22,70,62,67,71,43,49,6,10,9,12,8,
CB,67,68,28,51,33,43,44,68,69,6,6,6,10,11,
"CDM, CM, CAM",67,75,24,58,51,65,66,63,62,11,8,14,12,9,
"CB, RB",67,75,24,62,46,55,59,66,76,10,12,7,9,14,
GK,67,78,22,,,,,,,68,66,64,65,67,40
"ST, RM, CAM",67,73,24,63,66,56,67,21,71,6,10,13,14,9,
"LM, RM",67,70,25,84,64,60,70,35,60,12,14,10,8,6,
"CDM, CM",67,67,31,71,55,63,63,65,73,10,11,11,11,6,
"RM, LM",67,68,26,78,59,61,68,31,56,7,14,9,6,8,
LB,67,68,27,75,54,58,66,62,66,14,11,10,14,8,
"CDM, CM",67,67,27,67,58,60,63,66,73,5,8,6,6,5,
CB,67,67,35,36,25,45,42,70,69,12,8,13,14,12,
"CM, RM, CDM",67,67,30,70,63,66,66,63,65,10,14,15,10,8,
"ST, LM",67,67,31,55,66,62,68,34,71,8,9,13,13,13,
"CF, CM",67,67,29,73,67,66,69,56,50,9,7,5,11,14,
CB,67,68,28,64,37,41,54,68,71,13,11,13,12,14,
LM,67,67,27,74,61,62,67,55,70,6,12,9,5,11,
"LB, LM",67,67,28,75,51,69,67,60,70,10,7,12,13,5,
"CDM, CB",67,73,24,76,45,59,64,65,72,9,11,8,10,15,
ST,67,67,32,39,69,49,61,29,71,9,10,12,8,14,
"ST, CF",67,71,23,74,65,52,64,32,73,6,8,9,6,13,
CB,67,67,29,76,27,33,45,68,74,13,12,11,8,7,
"LWB, LB, LM",67,76,22,72,49,56,64,63,68,13,13,9,12,11,
"RM, CF, ST",67,68,26,74,66,64,66,17,62,14,8,5,15,11,
"CM, CDM, CAM",67,67,29,74,60,68,69,52,67,5,6,13,7,14,
"CM, RM, LM",67,67,30,71,64,66,66,60,72,10,8,14,6,9,
"LB, CB",67,70,25,70,49,60,61,64,71,15,10,12,14,11,
"CB, LB",67,72,23,82,28,49,47,66,77,7,7,11,14,7,
CDM,67,77,21,72,56,66,68,61,71,13,6,11,12,11,
"RB, LB",67,74,22,82,46,58,68,61,72,9,9,15,9,9,
"CDM, CM",67,67,28,70,50,60,65,66,70,15,9,10,10,9,
"LM, RM, CM",67,67,28,84,57,62,67,41,58,14,11,8,8,12,
CB,67,67,30,73,42,63,59,67,73,13,12,11,6,12,
"CDM, CM",67,73,24,60,57,60,62,65,72,14,10,15,7,14,
"CDM, CM",67,70,25,65,58,65,64,64,78,7,8,9,6,6,
"LM, CAM, ST",67,72,23,75,64,63,67,50,56,13,6,7,12,14,
"CB, RB",67,68,27,78,49,56,64,67,75,5,12,9,10,12,
"LWB, LB",67,76,23,79,36,56,70,58,65,12,7,8,15,9,
"CM, CDM",67,67,31,56,53,64,63,68,57,5,7,11,12,6,
CB,67,69,28,63,39,51,52,65,78,11,11,7,10,12,
GK,67,75,22,,,,,,,67,64,65,65,68,27
"RM, ST",67,76,23,86,63,57,66,34,69,15,8,8,8,10,
"CDM, CM",67,73,23,68,46,58,61,64,71,15,10,10,9,15,
"ST, LW",67,73,23,82,66,51,67,26,64,14,14,9,10,11,
CDM,67,76,24,68,41,60,68,65,54,6,12,12,9,8,
"CM, CDM",67,75,23,59,54,65,65,64,65,12,9,7,13,10,
"CM, CAM, RM",67,74,24,77,64,64,70,57,64,8,7,8,9,6,
CAM,67,67,29,63,68,66,70,31,63,9,7,13,10,8,
CAM,67,67,25,63,60,64,72,31,53,9,10,9,16,16,
CAM,67,67,25,76,69,61,68,33,54,8,8,9,8,13,
ST,67,67,29,60,68,50,62,34,66,8,7,9,13,11,
"CM, CDM",67,76,23,64,52,65,68,62,69,6,6,13,14,12,
"ST, LM",67,72,24,86,62,55,70,22,59,7,8,11,8,5,
CDM,67,67,30,67,43,55,58,66,72,11,11,9,5,11,
"CM, CDM, CAM",67,72,24,68,63,65,70,52,61,7,8,11,12,13,
"RB, RM",67,72,24,85,51,60,65,58,68,13,6,9,9,13,
